"22.04 10:54:03,010|" initCMEM hat status: input: RemTime: 4000, Datei: 'cmem.log'. 
"22.04 10:55:56,298|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:56,298|" getClientNNr hat status: ClientIsValid: {<7602.80.0>,{1492,851350,167000},0}. 
"22.04 10:55:56,298|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:56,314|" updateClient hat status: input: ClientId: <7602.80.0>, NNr: 2313. 
"22.04 10:55:56,314|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:56,407|" getClientNNr hat status: input: ClientId: <7602.79.0>. 
"22.04 10:55:56,407|" getClient hat status: Client gefunden. 
"22.04 10:55:56,407|" clientIsValid hat status: input: ClientSecs: 851350, RemTime: 4000. 
"22.04 10:55:56,407|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:56,407|" getClientNNr hat status: ClientIsValid: {<7602.79.0>,{1492,851350,526000},0}. 
"22.04 10:55:56,407|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:56,454|" updateClient hat status: input: ClientId: <7602.79.0>, NNr: 2357. 
"22.04 10:55:56,454|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:56,579|" getClientNNr hat status: input: ClientId: <7602.82.0>. 
"22.04 10:55:56,579|" getClient hat status: Client gefunden. 
"22.04 10:55:56,579|" clientIsValid hat status: input: ClientSecs: 851350, RemTime: 4000. 
"22.04 10:55:56,579|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:56,579|" getClientNNr hat status: ClientIsValid: {<7602.82.0>,{1492,851350,682000},0}. 
"22.04 10:55:56,579|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:56,952|" updateClient hat status: input: ClientId: <7602.82.0>, NNr: 2357. 
"22.04 10:55:56,952|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:56,968|" getClientNNr hat status: input: ClientId: <7602.88.0>. 
"22.04 10:55:56,968|" getClient hat status: Client gefunden. 
"22.04 10:55:56,968|" clientIsValid hat status: input: ClientSecs: 851350, RemTime: 4000. 
"22.04 10:55:56,968|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:56,968|" getClientNNr hat status: ClientIsValid: {<7602.88.0>,{1492,851350,713000},0}. 
"22.04 10:55:56,968|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:56,984|" updateClient hat status: input: ClientId: <7602.88.0>, NNr: 2357. 
"22.04 10:55:56,984|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:57,030|" getClientNNr hat status: input: ClientId: <7602.86.0>. 
"22.04 10:55:57,030|" getClient hat status: Client gefunden. 
"22.04 10:55:57,030|" clientIsValid hat status: input: ClientSecs: 851350, RemTime: 4000. 
"22.04 10:55:57,030|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:57,030|" getClientNNr hat status: ClientIsValid: {<7602.86.0>,{1492,851350,760000},0}. 
"22.04 10:55:57,030|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:57,030|" updateClient hat status: input: ClientId: <7602.86.0>, NNr: 2357. 
"22.04 10:55:57,030|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:58,060|" getClientNNr hat status: input: ClientId: <7602.91.0>. 
"22.04 10:55:58,060|" getClient hat status: Client gefunden. 
"22.04 10:55:58,060|" clientIsValid hat status: input: ClientSecs: 851351, RemTime: 4000. 
"22.04 10:55:58,060|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:58,060|" getClientNNr hat status: ClientIsValid: {<7602.91.0>,{1492,851351,805000},0}. 
"22.04 10:55:58,060|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:58,076|" updateClient hat status: input: ClientId: <7602.91.0>, NNr: 2357. 
"22.04 10:55:58,076|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:58,092|" getClientNNr hat status: input: ClientId: <7602.89.0>. 
"22.04 10:55:58,092|" getClient hat status: Client gefunden. 
"22.04 10:55:58,092|" clientIsValid hat status: input: ClientSecs: 851351, RemTime: 4000. 
"22.04 10:55:58,092|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:58,092|" getClientNNr hat status: ClientIsValid: {<7602.89.0>,{1492,851351,727000},0}. 
"22.04 10:55:58,092|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:58,108|" updateClient hat status: input: ClientId: <7602.89.0>, NNr: 2357. 
"22.04 10:55:58,108|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:58,123|" getClientNNr hat status: input: ClientId: <7602.95.0>. 
"22.04 10:55:58,123|" getClient hat status: Client gefunden. 
"22.04 10:55:58,123|" clientIsValid hat status: input: ClientSecs: 851351, RemTime: 4000. 
"22.04 10:55:58,123|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:58,123|" getClientNNr hat status: ClientIsValid: {<7602.95.0>,{1492,851351,836000},0}. 
"22.04 10:55:58,123|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:58,123|" updateClient hat status: input: ClientId: <7602.95.0>, NNr: 2357. 
"22.04 10:55:58,123|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:58,653|" getClientNNr hat status: input: ClientId: <7602.99.0>. 
"22.04 10:55:58,653|" getClient hat status: Client gefunden. 
"22.04 10:55:58,653|" clientIsValid hat status: input: ClientSecs: 851352, RemTime: 4000. 
"22.04 10:55:58,653|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:58,653|" getClientNNr hat status: ClientIsValid: {<7602.99.0>,{1492,851352,180000},0}. 
"22.04 10:55:58,653|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:58,685|" updateClient hat status: input: ClientId: <7602.99.0>, NNr: 2365. 
"22.04 10:55:58,685|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:58,810|" getClientNNr hat status: input: ClientId: <7602.96.0>. 
"22.04 10:55:58,810|" getClient hat status: Client gefunden. 
"22.04 10:55:58,810|" clientIsValid hat status: input: ClientSecs: 851352, RemTime: 4000. 
"22.04 10:55:58,810|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:58,810|" getClientNNr hat status: ClientIsValid: {<7602.96.0>,{1492,851352,258000},0}. 
"22.04 10:55:58,810|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:58,825|" updateClient hat status: input: ClientId: <7602.96.0>, NNr: 2365. 
"22.04 10:55:58,825|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:58,841|" getClientNNr hat status: input: ClientId: <7602.102.0>. 
"22.04 10:55:58,841|" getClient hat status: Client gefunden. 
"22.04 10:55:58,841|" clientIsValid hat status: input: ClientSecs: 851352, RemTime: 4000. 
"22.04 10:55:58,841|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:58,841|" getClientNNr hat status: ClientIsValid: {<7602.102.0>,{1492,851352,289000},0}. 
"22.04 10:55:58,841|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:58,855|" updateClient hat status: input: ClientId: <7602.102.0>, NNr: 2365. 
"22.04 10:55:58,855|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:58,919|" getClientNNr hat status: input: ClientId: <7602.103.0>. 
"22.04 10:55:58,919|" getClient hat status: Client gefunden. 
"22.04 10:55:58,919|" clientIsValid hat status: input: ClientSecs: 851352, RemTime: 4000. 
"22.04 10:55:58,919|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:58,919|" getClientNNr hat status: ClientIsValid: {<7602.103.0>,{1492,851352,398000},0}. 
"22.04 10:55:58,919|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:58,919|" updateClient hat status: input: ClientId: <7602.103.0>, NNr: 2380. 
"22.04 10:55:58,919|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:58,996|" getClientNNr hat status: input: ClientId: <7602.106.0>. 
"22.04 10:55:58,996|" getClient hat status: Client gefunden. 
"22.04 10:55:58,996|" clientIsValid hat status: input: ClientSecs: 851352, RemTime: 4000. 
"22.04 10:55:58,996|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:58,996|" getClientNNr hat status: ClientIsValid: {<7602.106.0>,{1492,851352,554000},0}. 
"22.04 10:55:58,996|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:59,012|" updateClient hat status: input: ClientId: <7602.106.0>, NNr: 2380. 
"22.04 10:55:59,012|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:59,044|" getClientNNr hat status: input: ClientId: <7602.90.0>. 
"22.04 10:55:59,044|" getClient hat status: Client gefunden. 
"22.04 10:55:59,044|" clientIsValid hat status: input: ClientSecs: 851352, RemTime: 4000. 
"22.04 10:55:59,044|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:59,044|" getClientNNr hat status: ClientIsValid: {<7602.90.0>,{1492,851352,648000},0}. 
"22.04 10:55:59,044|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:59,075|" updateClient hat status: input: ClientId: <7602.90.0>, NNr: 2380. 
"22.04 10:55:59,075|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:59,167|" getClientNNr hat status: input: ClientId: <7602.100.0>. 
"22.04 10:55:59,167|" getClient hat status: Client gefunden. 
"22.04 10:55:59,167|" clientIsValid hat status: input: ClientSecs: 851352, RemTime: 4000. 
"22.04 10:55:59,167|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:59,167|" getClientNNr hat status: ClientIsValid: {<7602.100.0>,{1492,851352,788000},0}. 
"22.04 10:55:59,167|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:59,183|" updateClient hat status: input: ClientId: <7602.100.0>, NNr: 2380. 
"22.04 10:55:59,183|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:59,200|" getClientNNr hat status: input: ClientId: <7602.97.0>. 
"22.04 10:55:59,200|" getClient hat status: Client gefunden. 
"22.04 10:55:59,200|" clientIsValid hat status: input: ClientSecs: 851352, RemTime: 4000. 
"22.04 10:55:59,200|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:59,200|" getClientNNr hat status: ClientIsValid: {<7602.97.0>,{1492,851352,819000},0}. 
"22.04 10:55:59,200|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:59,215|" updateClient hat status: input: ClientId: <7602.97.0>, NNr: 2380. 
"22.04 10:55:59,215|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:59,231|" getClientNNr hat status: input: ClientId: <7602.107.0>. 
"22.04 10:55:59,231|" getClient hat status: Client gefunden. 
"22.04 10:55:59,231|" clientIsValid hat status: input: ClientSecs: 851352, RemTime: 4000. 
"22.04 10:55:59,231|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:59,231|" getClientNNr hat status: ClientIsValid: {<7602.107.0>,{1492,851352,757000},0}. 
"22.04 10:55:59,231|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:59,246|" updateClient hat status: input: ClientId: <7602.107.0>, NNr: 2380. 
"22.04 10:55:59,246|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:59,355|" getClientNNr hat status: input: ClientId: <7602.104.0>. 
"22.04 10:55:59,355|" getClient hat status: Client gefunden. 
"22.04 10:55:59,355|" clientIsValid hat status: input: ClientSecs: 851352, RemTime: 4000. 
"22.04 10:55:59,355|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:59,355|" getClientNNr hat status: ClientIsValid: {<7602.104.0>,{1492,851352,991000},0}. 
"22.04 10:55:59,355|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:59,355|" updateClient hat status: input: ClientId: <7602.104.0>, NNr: 2380. 
"22.04 10:55:59,355|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:59,387|" getClientNNr hat status: input: ClientId: <7602.92.0>. 
"22.04 10:55:59,387|" getClient hat status: Client gefunden. 
"22.04 10:55:59,387|" clientIsValid hat status: input: ClientSecs: 851352, RemTime: 4000. 
"22.04 10:55:59,387|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:59,387|" getClientNNr hat status: ClientIsValid: {<7602.92.0>,{1492,851352,960000},0}. 
"22.04 10:55:59,387|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:59,402|" updateClient hat status: input: ClientId: <7602.92.0>, NNr: 2380. 
"22.04 10:55:59,402|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:59,402|" getClientNNr hat status: input: ClientId: <7602.108.0>. 
"22.04 10:55:59,402|" getClient hat status: Client gefunden. 
"22.04 10:55:59,402|" clientIsValid hat status: input: ClientSecs: 851353, RemTime: 4000. 
"22.04 10:55:59,402|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:59,402|" getClientNNr hat status: ClientIsValid: {<7602.108.0>,{1492,851353,6000},0}. 
"22.04 10:55:59,402|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:59,417|" updateClient hat status: input: ClientId: <7602.108.0>, NNr: 2380. 
"22.04 10:55:59,417|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:59,433|" getClientNNr hat status: input: ClientId: <7602.93.0>. 
"22.04 10:55:59,433|" getClient hat status: Client gefunden. 
"22.04 10:55:59,433|" clientIsValid hat status: input: ClientSecs: 851353, RemTime: 4000. 
"22.04 10:55:59,433|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:59,433|" getClientNNr hat status: ClientIsValid: {<7602.93.0>,{1492,851353,69000},0}. 
"22.04 10:55:59,433|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:59,449|" updateClient hat status: input: ClientId: <7602.93.0>, NNr: 2380. 
"22.04 10:55:59,449|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:56:01,008|" getClientNNr hat status: input: ClientId: <7602.83.0>. 
"22.04 10:56:01,008|" getClient hat status: Client gefunden. 
"22.04 10:56:01,008|" clientIsValid hat status: input: ClientSecs: 851355, RemTime: 4000. 
"22.04 10:56:01,008|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:56:01,008|" getClientNNr hat status: ClientIsValid: {<7602.83.0>,{1492,851355,409000},2283}. 
"22.04 10:56:01,008|" getClientNNr hat status: ExpectedNNR Result: 2284. 
"22.04 10:56:01,024|" updateClient hat status: input: ClientId: <7602.83.0>, NNr: 0. 
"22.04 10:56:01,024|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:56:01,149|" getClientNNr hat status: input: ClientId: <7602.81.0>. 
"22.04 10:56:01,149|" getClient hat status: Client gefunden. 
"22.04 10:56:01,149|" clientIsValid hat status: input: ClientSecs: 851355, RemTime: 4000. 
"22.04 10:56:01,149|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:56:01,149|" getClientNNr hat status: ClientIsValid: {<7602.81.0>,{1492,851355,643000},2293}. 
"22.04 10:56:01,149|" getClientNNr hat status: ExpectedNNR Result: 2294. 
"22.04 10:56:01,165|" updateClient hat status: input: ClientId: <7602.81.0>, NNr: 0. 
"22.04 10:56:01,165|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:56:01,196|" getClientNNr hat status: input: ClientId: <7602.87.0>. 
"22.04 10:56:01,196|" getClient hat status: Client gefunden. 
"22.04 10:56:01,196|" clientIsValid hat status: input: ClientSecs: 851355, RemTime: 4000. 
"22.04 10:56:01,196|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:56:01,196|" getClientNNr hat status: ClientIsValid: {<7602.87.0>,{1492,851355,658000},2293}. 
"22.04 10:56:01,196|" getClientNNr hat status: ExpectedNNR Result: 2294. 
"22.04 10:56:01,228|" updateClient hat status: input: ClientId: <7602.87.0>, NNr: 0. 
"22.04 10:56:01,228|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:56:01,710|" getClientNNr hat status: input: ClientId: <7602.84.0>. 
"22.04 10:56:01,710|" getClient hat status: Client gefunden. 
"22.04 10:56:01,710|" clientIsValid hat status: input: ClientSecs: 851356, RemTime: 4000. 
"22.04 10:56:01,710|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:56:01,710|" getClientNNr hat status: ClientIsValid: {<7602.84.0>,{1492,851356,189000},2309}. 
"22.04 10:56:01,710|" getClientNNr hat status: ExpectedNNR Result: 2310. 
"22.04 10:56:01,726|" updateClient hat status: input: ClientId: <7602.84.0>, NNr: 0. 
"22.04 10:56:01,726|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:56:01,774|" getClientNNr hat status: input: ClientId: <7602.80.0>. 
"22.04 10:56:01,774|" getClient hat status: Client gefunden. 
"22.04 10:56:01,774|" clientIsValid hat status: input: ClientSecs: 851356, RemTime: 4000. 
"22.04 10:56:01,774|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:56:01,774|" getClientNNr hat status: ClientIsValid: {<7602.80.0>,{1492,851356,314000},2313}. 
"22.04 10:56:01,774|" getClientNNr hat status: ExpectedNNR Result: 2314. 
"22.04 10:56:01,805|" updateClient hat status: input: ClientId: <7602.80.0>, NNr: 0. 
"22.04 10:56:01,805|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:56:01,914|" getClientNNr hat status: input: ClientId: <7602.79.0>. 
"22.04 10:56:01,914|" getClient hat status: Client gefunden. 
"22.04 10:56:01,914|" clientIsValid hat status: input: ClientSecs: 851356, RemTime: 4000. 
"22.04 10:56:01,914|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:56:01,914|" getClientNNr hat status: ClientIsValid: {<7602.79.0>,{1492,851356,454000},2357}. 
"22.04 10:56:01,914|" getClientNNr hat status: ExpectedNNR Result: 2358. 
"22.04 10:56:01,930|" updateClient hat status: input: ClientId: <7602.79.0>, NNr: 0. 
"22.04 10:56:01,930|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:56:02,101|" getClientNNr hat status: input: ClientId: <7602.82.0>. 
"22.04 10:56:02,101|" getClient hat status: Client gefunden. 
"22.04 10:56:02,101|" clientIsValid hat status: input: ClientSecs: 851356, RemTime: 4000. 
"22.04 10:56:02,101|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:56:02,101|" getClientNNr hat status: ClientIsValid: {<7602.82.0>,{1492,851356,953000},2357}. 
"22.04 10:56:02,101|" getClientNNr hat status: ExpectedNNR Result: 2358. 
"22.04 10:56:02,117|" updateClient hat status: input: ClientId: <7602.82.0>, NNr: 0. 
"22.04 10:56:02,117|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:56:02,147|" getClientNNr hat status: input: ClientId: <7602.88.0>. 
"22.04 10:56:02,147|" getClient hat status: Client gefunden. 
"22.04 10:56:02,147|" clientIsValid hat status: input: ClientSecs: 851356, RemTime: 4000. 
"22.04 10:56:02,147|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:56:02,147|" getClientNNr hat status: ClientIsValid: {<7602.88.0>,{1492,851356,984000},2357}. 
"22.04 10:56:02,147|" getClientNNr hat status: ExpectedNNR Result: 2358. 
"22.04 10:56:02,147|" updateClient hat status: input: ClientId: <7602.88.0>, NNr: 0. 
"22.04 10:56:02,147|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:56:02,429|" getClientNNr hat status: input: ClientId: <7602.86.0>. 
"22.04 10:56:02,429|" getClient hat status: Client gefunden. 
"22.04 10:56:02,429|" clientIsValid hat status: input: ClientSecs: 851357, RemTime: 4000. 
"22.04 10:56:02,429|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:56:02,429|" getClientNNr hat status: ClientIsValid: {<7602.86.0>,{1492,851357,31000},2357}. 
